TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2015,9,35XX MARSHALL ST,Kensington-Cedar Cottage,495425.469844,5455468.65338
Theft from Vehicle,2015,7,35XX MARSHALL ST,Kensington-Cedar Cottage,495483.590675,5455579.8362099985
Theft from Vehicle,2015,11,35XX MARSHALL ST,Kensington-Cedar Cottage,495483.590675,5455579.8362099985
Mischief,2015,7,22XX W 6TH AVE,Kitsilano,488646.4965050001,5457093.94744
Mischief,2015,9,22XX W 47TH AVE,Kerrisdale,488356.844423,5452929.4255
Mischief,2015,11,22XX W 43RD AVE,Kerrisdale,488362.88844,5453341.5876400005
Mischief,2015,2,22XX W 32ND AVE,Arbutus Ridge,488513.894179,5454487.36191
Theft of Vehicle,2015,11,8XX E 61ST AVE,Sunset,493632.730157,5451328.83036
Mischief,2015,8,22XX W 32ND AVE,Arbutus Ridge,488494.435233,5454487.87886
Mischief,2015,1,22XX W 2ND AVE,Kitsilano,488678.473894,5457472.29292
Mischief,2015,5,22XX W 23RD AVE,Arbutus Ridge,488643.896899,5455446.67254
Mischief,2015,6,22XX W 23RD AVE,Arbutus Ridge,488596.745222,5455456.962730002
Mischief,2015,10,22XX W 1ST AVE,Kitsilano,488693.810719,5457579.29586
Mischief,2015,10,22XX W 1ST AVE,Kitsilano,488652.615305,5457580.4162300015
Mischief,2015,11,22XX W 16TH AVE,Arbutus Ridge,488680.458623,5456070.12235
Mischief,2015,11,22XX W 15TH AVE,Kitsilano,488666.937931,5456181.1649400005
Other Theft,2015,2,8XX THURLOW ST,West End,490905.56646000006,5459080.12799
Theft from Vehicle,2015,5,35XX MONMOUTH AVE,Renfrew-Collingwood,498068.199116,5454117.36474
Mischief,2015,2,22XX W 10TH AVE,Kitsilano,488558.869094,5456701.12933
Other Theft,2015,12,1XX W PENDER ST,Central Business District,492154.689525,5458707.75871
Theft from Vehicle,2015,8,13XX E 26TH AVE,Kensington-Cedar Cottage,494372.109174,5454969.51198
Theft from Vehicle,2015,1,35XX NAPIER ST,Hastings-Sunrise,497942.561592,5458016.93735
Theft from Vehicle,2015,5,35XX NAPIER ST,Hastings-Sunrise,497942.561592,5458016.93735
Theft from Vehicle,2015,9,35XX NAPIER ST,Hastings-Sunrise,497942.561592,5458016.93735
Mischief,2015,7,22XX TRINITY ST,Grandview-Woodland,495693.123758,5459616.44544
Mischief,2015,8,22XX SPRUCE ST,Fairview,490625.646318,5457036.456730002
Theft from Vehicle,2015,2,35XX NAPLES WAY,Killarney,497884.688541,5450673.73986
Other Theft,2015,9,E 33RD AVE / MAIN ST,Riley Park,492614.19619799993,5454196.96073
Mischief,2015,8,22XX SE MARINE DR,Victoria-Fraserview,495574.720534,5450560.43591
Theft from Vehicle,2015,12,35XX NAPLES WAY,Killarney,497966.631236,5450652.14508
Theft from Vehicle,2015,12,35XX NOOTKA ST,Renfrew-Collingwood,496976.882754,5455595.20862
Other Theft,2015,12,8XX THURLOW ST,West End,490911.879989,5459099.482530002
Theft from Vehicle,2015,1,35XX NORMANDY DR,Renfrew-Collingwood,498031.555563,5455419.894669998
Mischief,2015,6,22XX SASAMAT ST,West Point Grey,484803.06509,5457186.36249
Theft from Vehicle,2015,2,35XX OAK ST,South Cambie,490736.547991,5455668.922780002
Mischief,2015,5,22XX PRINCE ALBERT ST,Mount Pleasant,493665.041537,5456905.79423
Other Theft,2015,10,3XX ABBOTT ST,Central Business District,492218.705347,5458879.65756
Mischief,2015,7,22XX PANDORA ST,Grandview-Woodland,495784.754897,5458922.4587900005
Theft from Vehicle,2015,11,35XX OXFORD ST,Hastings-Sunrise,497950.348016,5459208.91661
Mischief,2015,10,22XX OXFORD ST,Grandview-Woodland,495761.706964,5459223.50202
Theft of Vehicle,2015,11,8XX E 62ND AVE,Sunset,493597.249625,5451231.83208
Mischief,2015,5,22XX OXFORD ST,Grandview-Woodland,495730.238792,5459214.56393
Other Theft,2015,1,8XX UNION ST,Strathcona,493705.57387,5458295.5067
Other Theft,2015,11,8XX UNION ST,Strathcona,493721.200136,5458295.12033
Other Theft,2015,4,8XX VICTORIA DR,Grandview-Woodland,495231.850592,5458241.9096599985
Other Theft,2015,10,8XX VICTORIA DR,Grandview-Woodland,495231.850592,5458241.9096599985
Mischief,2015,10,22XX MARSTRAND AVE,Kitsilano,488551.034763,5456641.36042
Mischief,2015,8,22XX MAPLE ST,Kitsilano,489049.816747,5457050.325119998
Other Theft,2015,10,3XX ABBOTT ST,Central Business District,492218.705347,5458879.65756
Theft from Vehicle,2015,10,35XX POINT GREY RD,Kitsilano,486782.226767,5457702.19825
Theft from Vehicle,2015,4,35XX PORTER ST,Kensington-Cedar Cottage,495126.038675,5455627.69577
Mischief,2015,3,22XX MANITOBA ST,Mount Pleasant,492228.45934,5456973.75238
Theft from Vehicle,2015,12,35XX PRICE ST,Renfrew-Collingwood,497933.534083,5454319.48956
Mischief,2015,9,22XX MAIN ST,Mount Pleasant,492669.534354,5456887.44916
Theft from Vehicle,2015,11,35XX PRICE ST,Renfrew-Collingwood,497986.937905,5454296.54226
Theft from Vehicle,2015,8,32XX E 1ST AVE,Hastings-Sunrise,497478.220353,5457396.00674
Mischief,2015,3,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495714.82760600006,5454390.0082
Mischief,2015,12,3X SMITHE ST,Central Business District,491810.03295600007,5457989.3413
Mischief,2015,6,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495538.878215,5454513.1144900005
Other Theft,2015,6,8XX W 10TH AVE,Fairview,491072.677087,5456635.18004
Mischief,2015,12,22XX HIGHBURY ST,West Point Grey,486351.204392,5457145.19906
Mischief,2015,9,22XX HERMON DR,Hastings-Sunrise,497836.642961,5456774.38504
Mischief,2015,9,22XX HERMON DR,Hastings-Sunrise,497836.642961,5456774.38504
Theft from Vehicle,2015,4,35XX PUGET DR,Arbutus Ridge,487190.167056,5455876.0955099985
Mischief,2015,8,22XX HEATHER ST,Fairview,491289.773027,5457014.35326
Mischief,2015,12,22XX HEATHER ST,Fairview,491288.862546,5456973.14896
Other Theft,2015,5,8XX W 10TH AVE,Fairview,491097.81660600007,5456625.40625
Other Theft,2015,7,8XX W 10TH AVE,Fairview,491110.500347,5456625.08995
Other Theft,2015,6,8XX W 10TH AVE,Fairview,491126.355022,5456624.694569998
Mischief,2015,10,22XX GRANT ST,Grandview-Woodland,495739.217164,5457601.8369
Mischief,2015,8,22XX FRANKLIN ST,Grandview-Woodland,495697.045436,5458810.92279
Mischief,2015,7,22XX EDDINGTON DR,Arbutus Ridge,488484.137622,5454828.30742
Mischief,2015,6,22XX E HASTINGS ST,Grandview-Woodland,495763.233209,5458710.08871
Mischief,2015,5,22XX E HASTINGS ST,Grandview-Woodland,495742.686029,5458719.29606
Mischief,2015,11,22XX E HASTINGS ST,Grandview-Woodland,495698.935257,5458710.28676
Mischief,2015,7,3X SMITHE ST,Central Business District,491810.03295600007,5457989.3413
Mischief,2015,9,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495705.816044,5456606.2764800005
Mischief,2015,3,22XX E 8TH AVE,Grandview-Woodland,495657.884128,5456720.09989
Mischief,2015,1,22XX E 52ND AVE,Victoria-Fraserview,495594.87425200007,5452151.18915
Mischief,2015,7,22XX E 51ST AVE,Victoria-Fraserview,495642.489304,5452259.45355
Mischief,2015,3,22XX E 44TH AVE,Victoria-Fraserview,495609.231946,5453054.29226
Mischief,2015,2,22XX E 43RD AVE,Victoria-Fraserview,495602.881654,5453161.45632
Mischief,2015,7,3X SMITHE ST,Central Business District,491810.03295600007,5457989.3413
Theft from Vehicle,2015,12,35XX SPARROW PL,Killarney,498160.346065,5451160.05026
Theft from Vehicle,2015,7,35XX STANLEY PARK DR,Stanley Park,490398.073062,5461295.97847
Mischief,2015,1,22XX E 40TH AVE,Kensington-Cedar Cottage,495596.175672,5453463.57919
Theft from Vehicle,2015,12,35XX SWALLOW PL,Killarney,498006.555332,5451140.95097
Other Theft,2015,1,39XX W 51ST AVE,Musqueam,485986.305626,5452553.56343
Other Theft,2015,9,39XX W 51ST AVE,Musqueam,485987.595717,5452562.61599
Theft from Vehicle,2015,5,35XX SWANSACRE ST,Killarney,497870.469216,5451043.36407
Other Theft,2015,1,39XX W BROADWAY AVE,West Point Grey,486068.089026,5456898.25096
Theft from Vehicle,2015,12,35XX SWANSACRE ST,Killarney,497891.423805,5451046.07831
Break and Enter Residential/Other,2015,11,28XX EUCLID AVE,Renfrew-Collingwood,496555.128961,5454360.83645
Other Theft,2015,3,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Other Theft,2015,3,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Other Theft,2015,4,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Other Theft,2015,7,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Other Theft,2015,9,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Mischief,2015,6,22XX E 39TH AVE,Kensington-Cedar Cottage,495543.516818,5453574.904680002
Other Theft,2015,9,E 33RD AVE / KNIGHT ST,Kensington-Cedar Cottage,494441.19209,5454162.36256
Mischief,2015,10,22XX E 33RD AVE,Kensington-Cedar Cottage,495575.676594,5454109.725190002
Theft from Vehicle,2015,12,35XX TRIUMPH ST,Hastings-Sunrise,497950.299743,5459008.45016
Mischief,2015,12,22XX E 30TH AVE,Kensington-Cedar Cottage,495446.631409,5454437.74967
Mischief,2015,3,3X E 6TH AVE,Mount Pleasant,492427.276776,5456986.46808
Theft from Vehicle,2015,3,35XX TRIUMPH ST,Hastings-Sunrise,498112.950034,5459018.46681
Offence Against a Person,2015,9,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2015,4,22XX E 25TH AVE,Kensington-Cedar Cottage,495735.438215,5455034.5726
Mischief,2015,7,22XX E 24TH AVE,Kensington-Cedar Cottage,495657.519736,5455127.53221
Theft from Vehicle,2015,3,35XX TURNER ST,Hastings-Sunrise,497988.004872,5458474.94076
Theft from Vehicle,2015,2,35XX TURNER ST,Hastings-Sunrise,497994.934763,5458474.87825
Theft from Vehicle,2015,1,35XX TURNER ST,Hastings-Sunrise,498008.877024,5458483.89688
Other Theft,2015,10,3XX ABBOTT ST,Central Business District,492218.705347,5458879.65756
Mischief,2015,11,22XX E 17TH AVE,Kensington-Cedar Cottage,495660.976522,5455808.20104
Mischief,2015,5,22XX E 10TH AVE,Kensington-Cedar Cottage,495723.29078,5456499.432569998
Mischief,2015,2,22XX DUNDAS ST,Grandview-Woodland,495729.574516,5459113.34231
Break and Enter Residential/Other,2015,10,28XX GRANT ST,Hastings-Sunrise,496601.273805,5457618.50167
Mischief,2015,11,22XX COMMERCIAL DR,Grandview-Woodland,494930.638993,5456921.26521
Mischief,2015,10,22XX COMMERCIAL DR,Grandview-Woodland,494930.008161,5456874.8022099985
Mischief,2015,6,22XX COMMERCIAL DR,Grandview-Woodland,494930.008161,5456874.8022099985
Mischief,2015,11,22XX COMMERCIAL DR,Grandview-Woodland,494920.410786,5456841.47299
Mischief,2015,6,22XX CLARK DR,Grandview-Woodland,494367.613253,5456847.67177
Theft from Vehicle,2015,1,35XX VANNESS AVE,Renfrew-Collingwood,497891.721047,5453788.03429
Theft from Vehicle,2015,1,35XX VANNESS AVE,Renfrew-Collingwood,497891.721047,5453788.03429
Theft from Vehicle,2015,4,35XX VANNESS AVE,Renfrew-Collingwood,497891.721047,5453788.03429
Mischief,2015,6,3X E 6TH AVE,Mount Pleasant,492421.867331,5456977.47236
Mischief,2015,2,22XX CASSIAR ST,Hastings-Sunrise,497748.381169,5456844.09619
Mischief,2015,9,22XX CAMBIE ST,Mount Pleasant,491656.682723,5456919.97441
Mischief,2015,5,3X E 6TH AVE,Mount Pleasant,492421.867331,5456977.47236
Mischief,2015,9,21XX WALL ST,Grandview-Woodland,495539.840223,5459352.1206
Mischief,2015,5,21XX WALL ST,Grandview-Woodland,495539.840223,5459352.1206
Mischief,2015,10,21XX W 8TH AVE,Kitsilano,488849.243624,5456896.01938
Mischief,2015,2,21XX W 8TH AVE,Kitsilano,488725.141027,5456898.9798300015
Mischief,2015,1,21XX W 7TH AVE,Kitsilano,488727.310557,5456990.48338
Mischief,2015,10,21XX W 54TH AVE,Kerrisdale,488746.629128,5452109.29776
Mischief,2015,3,21XX W 4TH AVE,Kitsilano,488861.312543,5457269.02576
Mischief,2015,9,21XX W 47TH AVE,Kerrisdale,488637.2085050001,5452931.17027
Mischief,2015,7,21XX W 45TH AVE,Kerrisdale,488546.845471,5453130.6574
Mischief,2015,4,21XX W 41ST AVE,Kerrisdale,488550.154449,5453544.29186
Mischief,2015,1,21XX W 3RD AVE,Kitsilano,488879.886153,5457369.4484
Mischief,2015,2,21XX W 3RD AVE,Kitsilano,488791.29955200007,5457371.5497699985
Mischief,2015,3,21XX W 39TH AVE,Arbutus Ridge,488554.802532,5453749.618
Mischief,2015,9,21XX W 38TH AVE,Arbutus Ridge,488667.116822,5453845.11246
Mischief,2015,10,21XX W 37TH AVE,Arbutus Ridge,488673.6456,5453953.40304
Theft from Vehicle,2015,1,35XX VANNESS AVE,Renfrew-Collingwood,497929.166755,5453761.81015
Theft from Vehicle,2015,1,35XX VANNESS AVE,Renfrew-Collingwood,497929.166755,5453761.81015
Theft from Vehicle,2015,1,35XX VANNESS AVE,Renfrew-Collingwood,497929.166755,5453761.81015
Theft from Vehicle,2015,12,35XX VANNESS AVE,Renfrew-Collingwood,497929.166755,5453761.81015
Theft from Vehicle,2015,12,35XX VANNESS AVE,Renfrew-Collingwood,497929.166755,5453761.81015
Mischief,2015,3,21XX W 34TH AVE,Arbutus Ridge,488742.502721,5454282.498980002
Mischief,2015,10,21XX W 19TH AVE,Arbutus Ridge,488791.319173,5455854.07966
Mischief,2015,8,21XX W 15TH AVE,Kitsilano,488852.669768,5456167.86572
Mischief,2015,2,21XX W 12TH AVE,Kitsilano,488791.639911,5456479.30381
Mischief,2015,1,21XX W 12TH AVE,Kitsilano,488791.639911,5456479.30381
Mischief,2015,5,21XX W 1 AV,Kitsilano,488828.19215600006,5457566.54849
Mischief,2015,5,3X E 5TH AVE,Mount Pleasant,492424.865012,5457090.2386
Mischief,2015,3,3X E 5TH AVE,Mount Pleasant,492424.865012,5457090.2386
Mischief,2015,1,21XX TRIUMPH ST,Grandview-Woodland,495554.5193270001,5459015.56453
Mischief,2015,11,21XX SW MARINE DR,Kerrisdale,488749.114773,5451382.84347
Mischief,2015,1,21XX SOUTHSIDE DR,Victoria-Fraserview,495311.69545,5450631.28735
Theft from Vehicle,2015,11,35XX VIMY CRES,Renfrew-Collingwood,497992.405709,5456055.84879
Mischief,2015,2,21XX SKEENA ST,Hastings-Sunrise,497923.955592,5456972.38788
Mischief,2015,12,21XX PANDORA ST,Grandview-Woodland,495561.21835,5458923.74285
Theft from Vehicle,2015,7,35XX W 11TH AVE,Kitsilano,486741.667705,5456647.85965
Mischief,2015,2,21XX NAPIER ST,Grandview-Woodland,495635.658537,5457998.9079
Mischief,2015,11,21XX NANAIMO ST,Hastings-Sunrise,495887.771974,5456971.9705300005
Theft from Vehicle,2015,12,57XX CARTIER ST,Oakridge,489948.211458,5453453.6942300005
Theft from Vehicle,2015,8,35XX W 12TH AVE,Kitsilano,486753.732974,5456550.42755
Mischief,2015,3,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495428.609033,5454581.4955400005
Theft from Vehicle,2015,7,35XX W 13TH AVE,Kitsilano,486659.873242,5456460.39405
Mischief,2015,10,21XX KINGSWAY AVE,Kensington-Cedar Cottage,495426.18633100006,5454594.6215
Mischief,2015,10,21XX HARRISON DR,Victoria-Fraserview,495385.429949,5450764.89964
Theft from Vehicle,2015,9,35XX W 14TH AVE,Kitsilano,486741.499229,5456347.30381
Mischief,2015,5,21XX GRAVELEY ST,Grandview-Woodland,495621.806764,5457514.612000002
Mischief,2015,4,21XX E PENDER ST,Grandview-Woodland,495616.75056,5458615.28977
Theft from Vehicle,2015,9,35XX W 17TH AVE,Dunbar-Southlands,486589.766385,5456076.6343
Mischief,2015,8,21XX E HASTINGS ST,Grandview-Woodland,495584.677661,5458710.586
Mischief,2015,3,21XX E HASTINGS ST,Grandview-Woodland,495561.546014,5458710.63949
Mischief,2015,3,21XX E HASTINGS ST,Grandview-Woodland,495556.405648,5458710.651380002
Theft from Vehicle,2015,7,35XX W 18TH AVE,Dunbar-Southlands,486686.281109,5455988.0072599985
Theft from Vehicle,2015,10,32XX E 21ST AVE,Renfrew-Collingwood,497346.7305,5455408.97275
Mischief,2015,9,3X E 19TH AVE,Riley Park,492430.454392,5455674.87936
Mischief,2015,3,21XX E BROADWAY AVE,Grandview-Woodland,495588.052559,5456616.35531
Theft from Vehicle,2015,10,35XX W 1ST AVE,Kitsilano,486679.0748060001,5457633.86726
Mischief,2015,2,21XX E 61ST AVE,Victoria-Fraserview,495436.31579,5451296.36008
Mischief,2015,7,3X E 16TH AVE,Mount Pleasant,492408.441427,5455994.013669998
Mischief,2015,1,21XX E 48TH AVE,Victoria-Fraserview,495417.903265,5452615.491219998
Theft from Vehicle,2015,7,35XX W 21ST AVE,Dunbar-Southlands,486564.008104,5455686.72046
Mischief,2015,5,21XX E 44TH AVE,Victoria-Fraserview,495355.470835,5453060.33305
Mischief,2015,10,21XX E 3RD AVE,Grandview-Woodland,495527.242326,5457215.396790002
Theft from Vehicle,2015,4,11XX W 8TH AVE,Fairview,490461.2686770001,5456860.88957
Mischief,2015,3,21XX E 33RD AVE,Kensington-Cedar Cottage,495556.310557,5454118.848680002
Mischief,2015,11,21XX E 30TH AVE,Kensington-Cedar Cottage,495390.506376,5454481.48558
Mischief,2015,5,21XX E 30TH AVE,Kensington-Cedar Cottage,495307.629457,5454546.0674
Mischief,2015,4,21XX DUNDAS ST,Grandview-Woodland,495566.714496,5459113.7877
Theft from Vehicle,2015,1,35XX W 24TH AVE,Dunbar-Southlands,486690.885259,5455375.34265
Mischief,2015,7,21XX DUNDAS ST,Grandview-Woodland,495525.932043,5459113.6048
Mischief,2015,11,21XX CYPRESS ST,Kitsilano,489226.941556,5457137.1950400015
Mischief,2015,4,21XX CYPRESS ST,Kitsilano,489226.941556,5457137.1950400015
Mischief,2015,1,21XX COLUMBIA ST,Mount Pleasant,492041.788186,5457091.212859998
Mischief,2015,5,21XX CAMBRIDGE ST,Grandview-Woodland,495600.920596,5459316.58031
Mischief,2015,5,21XX CAMBIE ST,Mount Pleasant,491665.713105,5457085.38616
Mischief,2015,7,21XX CAMBIE ST,Mount Pleasant,491665.414376,5457104.30698
Mischief,2015,10,21XX BRIAR AVE,Arbutus Ridge,488806.821774,5455224.35175
Mischief,2015,11,20XX YUKON ST,Mount Pleasant,491802.61853,5457116.64076
Mischief,2015,11,20XX YUKON ST,Mount Pleasant,491802.61853,5457116.64076
Mischief,2015,8,20XX YUKON ST,Mount Pleasant,491802.61853,5457116.64076
Theft from Vehicle,2015,6,35XX W 26TH AVE,Dunbar-Southlands,486717.442234,5455149.51788
Mischief,2015,2,20XX YUKON ST,Mount Pleasant,491802.61853,5457116.64076
Theft from Vehicle,2015,8,35XX W 26TH AVE,Dunbar-Southlands,486762.783744,5455149.21245
Theft from Vehicle,2015,12,35XX W 27TH AVE,Dunbar-Southlands,486610.0582100001,5455044.8008
Mischief,2015,5,20XX WILLIAM ST,Grandview-Woodland,495379.566393,5457887.14261
Mischief,2015,4,20XX WATERLOO ST,Kitsilano,486930.743834,5457318.89279
Mischief,2015,7,20XX WALL ST,Grandview-Woodland,495505.932258,5459267.2854
Theft from Vehicle,2015,7,35XX W 28TH AVE,Dunbar-Southlands,486748.241049,5454938.40868
Mischief,2015,7,20XX WALL ST,Grandview-Woodland,495375.017045,5459139.79353
Mischief,2015,7,20XX W 8TH AVE,Kitsilano,488949.753571,5456901.804269998
Theft of Vehicle,2015,12,8XX E 6TH AVE,Mount Pleasant,493667.892916,5456936.99316
Mischief,2015,3,20XX W 7TH AVE,Kitsilano,489043.451027,5456980.7842
Theft from Vehicle,2015,12,35XX W 30TH AVE,Dunbar-Southlands,486573.430958,5454728.02311
Mischief,2015,2,20XX W 62ND AVE,Kerrisdale,488815.780023,5451378.25734
Mischief,2015,2,20XX W 5TH AVE,Kitsilano,489022.72436800005,5457177.8672199985
Other Theft,2015,11,1XX W PENDER ST,Central Business District,492171.054916,5458703.30723
Mischief,2015,12,20XX W 45TH AVE,Kerrisdale,488735.927537,5453134.99504
Mischief,2015,2,20XX W 42ND AVE,Kerrisdale,488740.665205,5453440.110230002
Mischief,2015,10,3X E 14TH AVE,Mount Pleasant,492405.426646,5456187.2329
Break and Enter Residential/Other,2015,3,28XX GRANT ST,Hastings-Sunrise,496615.646198,5457618.50935
Mischief,2015,4,20XX W 13TH AVE,Kitsilano,489002.125224,5456368.5954
Mischief,2015,5,20XX W 12TH AVE,Kitsilano,488966.263414,5456477.96023
Break and Enter Residential/Other,2015,9,28XX GRANT ST,Hastings-Sunrise,496651.572299,5457627.67255
Mischief,2015,12,20XX W 11TH AVE,Kitsilano,489002.874272,5456578.4533400005
Mischief,2015,4,20XX W 10TH AVE,Kitsilano,489026.179434,5456680.23341
Theft from Vehicle,2015,8,35XX W 35TH AVE,Dunbar-Southlands,486611.254695,5454208.8837
Theft from Vehicle,2015,11,35XX W 36TH AVE,Dunbar-Southlands,486575.558625,5454094.19196
Mischief,2015,6,20XX TRIUMPH ST,Grandview-Woodland,495425.2469,5459025.34418
Mischief,2015,12,3X COMMERCIAL DR,Grandview-Woodland,494880.660236,5459047.369469998
Mischief,2015,10,20XX STAINSBURY AVE,Kensington-Cedar Cottage,495422.5461,5455344.67606
Other Theft,2015,8,14XX COMMERCIAL DR,Grandview-Woodland,494931.3593430001,5457675.68762
Theft from Vehicle,2015,1,35XX W 37TH AVE,Dunbar-Southlands,486727.4590020001,5453999.99148
Theft from Vehicle,2015,4,18XX NELSON ST,West End,489841.728241,5459717.65066
Mischief,2015,2,20XX PENDRELL ST,West End,489505.029029,5459742.89801
Mischief,2015,11,20XX NOOTKA ST,Hastings-Sunrise,496984.141441,5457065.05467
Mischief,2015,9,20XX NELSON ST,West End,489626.03126,5459918.90252
Theft from Vehicle,2015,11,35XX W 38TH AVE,Dunbar-Southlands,486656.899653,5453903.98574
Mischief,2015,6,20XX NELSON ST,West End,489626.03126,5459918.90252
Theft from Vehicle,2015,6,18XX NELSON ST,West End,489841.728241,5459717.65066
Mischief,2015,1,20XX MACDONALD ST,Kitsilano,487761.883886,5457288.239019998
Theft of Vehicle,2015,2,8XX E 6TH AVE,Mount Pleasant,493667.932008,5456946.13709
